,train,test,m1,m2,m3,m4
389,0.8957420416555388,0.7107149149665487,6.0,4.0,3.0,2.0
390,0.9414262368296047,0.721807785190474,6.0,4.0,3.0,3.0
391,0.9221039952033712,0.7155545348027189,6.0,4.0,3.0,4.0
392,0.9373607100723292,0.7133979458956544,6.0,4.0,3.0,5.0
393,0.8847338566882513,0.7211233649962381,6.0,4.0,4.0,0.0
394,0.8774327881382856,0.7280899262375312,6.0,4.0,4.0,1.0
395,0.8661888228957411,0.7086672483188928,6.0,4.0,4.0,2.0
396,0.9218629987303583,0.7144209184848483,6.0,4.0,4.0,3.0
397,0.898067579715568,0.7044408074876074,6.0,4.0,4.0,4.0
398,0.920296634475557,0.7164497028834678,6.0,4.0,4.0,5.0
399,0.9080912006050804,0.7223323497295041,6.0,4.0,5.0,0.0
400,0.9029211734958763,0.7284066483745075,6.0,4.0,5.0,1.0
401,0.8947537301933183,0.7074794217805748,6.0,4.0,5.0,2.0
402,0.9384824964644695,0.7105954634894597,6.0,4.0,5.0,3.0
403,0.9202423422248968,0.7173584794399295,6.0,4.0,5.0,4.0
404,0.9351113293574072,0.714191588065764,6.0,4.0,5.0,5.0
405,0.8870353918409145,0.7302973357821106,6.0,5.0,0.0,0.0
406,0.882961136146954,0.7241461846342426,6.0,5.0,0.0,1.0
407,0.8804599914082033,0.7172324946700194,6.0,5.0,0.0,2.0
408,0.9268922159992945,0.7263971759625659,6.0,5.0,0.0,3.0
409,0.9082048219567694,0.723519424393698,6.0,5.0,0.0,4.0
410,0.9244678961902447,0.7193581173967928,6.0,5.0,0.0,5.0
411,0.8832532758787769,0.7224151490015243,6.0,5.0,1.0,0.0
412,0.8689588008777588,0.7409911028178034,6.0,5.0,1.0,1.0
413,0.8692132138895534,0.7271853472883265,6.0,5.0,1.0,2.0
414,0.9210442192323206,0.7268503211426078,6.0,5.0,1.0,3.0
415,0.9025344302854403,0.7379668904965486,6.0,5.0,1.0,4.0
416,0.9182691670074039,0.728294004540829,6.0,5.0,1.0,5.0
417,0.8785519170230351,0.7267798074823189,6.0,5.0,2.0,0.0
418,0.8700095448304612,0.7277755966763833,6.0,5.0,2.0,1.0
419,0.8607546961541267,0.7193523686020004,6.0,5.0,2.0,2.0
420,0.9145373805179636,0.709475599116345,6.0,5.0,2.0,3.0
421,0.8944861985429761,0.7088531778590225,6.0,5.0,2.0,4.0
422,0.9132382466143106,0.7190255274733747,6.0,5.0,2.0,5.0
423,0.9274135422727875,0.7166813012466161,6.0,5.0,3.0,0.0
424,0.9212478377656449,0.7337148984729437,6.0,5.0,3.0,1.0
425,0.9124363673225093,0.714069901902746,6.0,5.0,3.0,2.0
426,0.9531956061470809,0.7217421033849082,6.0,5.0,3.0,3.0
427,0.9379056187587248,0.7153120222135514,6.0,5.0,3.0,4.0
428,0.9511963435495124,0.707545244794001,6.0,5.0,3.0,5.0
429,0.9060641259776784,0.7228666802863023,6.0,5.0,4.0,0.0
430,0.9012015041881817,0.7335878847442828,6.0,5.0,4.0,1.0
431,0.89446277749611,0.7177781785442482,6.0,5.0,4.0,2.0
432,0.9387715604128971,0.71323008679478,6.0,5.0,4.0,3.0
433,0.920915285999576,0.7265601554804645,6.0,5.0,4.0,4.0
434,0.9348592533122378,0.726825523845557,6.0,5.0,4.0,5.0
435,0.9235292325513083,0.7200453073766034,6.0,5.0,5.0,0.0
436,0.9185910076799776,0.7297273384255692,6.0,5.0,5.0,1.0
437,0.9112927894121062,0.7117874270722077,6.0,5.0,5.0,2.0
438,0.9495263106462488,0.7274073412071959,6.0,5.0,5.0,3.0
439,0.9358483190810324,0.7141680022778809,6.0,5.0,5.0,4.0
440,0.9443169563134687,0.718865034894217,6.0,5.0,5.0,5.0
